type,country,rating,listed_in,month_added
TV Show,Argentina,TV-MA,"Classic & Cult TV, Crime TV Shows, International TV Shows",July
TV Show,blank country,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows",July
Movie,Saudi Arabia,TV-14,"Dramas, International Movies, Romantic Movies",July
Movie,United States,R,Action & Adventure,July
Movie,blank country,TV-PG,"Dramas, International Movies, Romantic Movies",July
Movie,Thailand,TV-MA,"Dramas, International Movies, Thrillers",July
TV Show,United States,TV-MA,"Docuseries, Science & Nature TV",July
Movie,blank country,R,"Horror Movies, LGBTQ Movies",July
TV Show,"United States, Canada",TV-Y7,"Kids' TV, TV Comedies",July
Movie,blank country,R,"Comedies, International Movies",July
TV Show,blank country,TV-14,Docuseries,July
Movie,United States,R,"Dramas, Independent Movies, Thrillers",July
Movie,United States,PG-13,Dramas,July
Movie,United States,PG-13,"Dramas, Romantic Movies",July
Movie,United States,PG-13,"Dramas, Romantic Movies",July
Movie,United States,PG-13,"Dramas, Romantic Movies",July
Movie,United States,PG-13,"Dramas, Romantic Movies",July
Movie,United States,PG-13,"Action & Adventure, Dramas, Romantic Movies",July
Movie,Indonesia,TV-PG,"Comedies, Dramas, International Movies",July
TV Show,Japan,TV-MA,"Anime Series, International TV Shows",July
Movie,blank country,TV-MA,"Comedies, Cult Movies",July
Movie,blank country,TV-MA,"Documentaries, International Movies, Music & Musicals",July
TV Show,South Korea,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",July
Movie,"Egypt, Denmark, Germany",TV-PG,"Documentaries, International Movies, Sports Movies",July
Movie,blank country,TV-14,"Dramas, International Movies, Romantic Movies",July
TV Show,United States,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",July
Movie,"United States, Canada",PG,"Children & Family Movies, Comedies, Sports Movies",July
Movie,blank country,TV-14,"Comedies, Dramas, Independent Movies",July
Movie,United States,TV-MA,Documentaries,July
Movie,Italy,TV-MA,"Horror Movies, International Movies",July
Movie,blank country,R,"Action & Adventure, Comedies",July
TV Show,blank country,TV-MA,"Crime TV Shows, Docuseries",July
TV Show,blank country,TV-MA,Reality TV,July
Movie,blank country,TV-MA,"Documentaries, International Movies",July
Movie,blank country,TV-MA,"Comedies, Dramas, International Movies",July
Movie,"United States, Canada",TV-MA,"Dramas, Independent Movies",July
Movie,blank country,TV-14,Movies,July
Movie,blank country,TV-PG,"Children & Family Movies, Dramas, International Movies",July
TV Show,United States,TV-Y,Kids' TV,July
Movie,United States,TV-MA,"Documentaries, Sports Movies",July
Movie,"United States, Switzerland",R,"Action & Adventure, Comedies",July
Movie,blank country,TV-MA,Stand-Up Comedy,July
Movie,blank country,TV-MA,"Comedies, Documentaries, International Movies",July
TV Show,United States,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",July
TV Show,Germany,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",July
Movie,blank country,R,Horror Movies,July
Movie,blank country,TV-14,"Comedies, Dramas, International Movies",July
Movie,blank country,TV-MA,"Action & Adventure, Dramas, International Movies",July
TV Show,blank country,TV-MA,Docuseries,July
Movie,blank country,TV-MA,"Dramas, International Movies, Romantic Movies",July
Movie,blank country,TV-G,Stand-Up Comedy,July
Movie,blank country,TV-14,Thrillers,July
Movie,"Hong Kong, Canada, United States",PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",July
TV Show,blank country,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",July
TV Show,United States,TV-14,"Romantic TV Shows, TV Dramas",July
Movie,"Kuwait, United States",TV-14,"Comedies, International Movies",July
TV Show,blank country,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",July
Movie,United States,PG-13,"Comedies, Dramas, Romantic Movies",July
Movie,United States,PG-13,"Dramas, Romantic Movies",July
TV Show,"United States, Japan",TV-MA,"Anime Series, TV Horror, TV Thrillers",July
Movie,United States,R,"Comedies, Music & Musicals",July
Movie,blank country,TV-MA,"Documentaries, International Movies",July
Movie,"France, Canada, United States, Spain",PG-13,"Action & Adventure, International Movies",July
TV Show,blank country,TV-14,Docuseries,July
Movie,blank country,TV-MA,"Dramas, International Movies",July
TV Show,United States,TV-PG,Docuseries,July
Movie,blank country,TV-MA,"Action & Adventure, International Movies",July
Movie,blank country,TV-MA,"Dramas, International Movies",July
Movie,Nigeria,TV-14,"Dramas, International Movies, Romantic Movies",July
TV Show,Poland,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",July
TV Show,blank country,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Comedies",July
Movie,blank country,TV-PG,"Dramas, International Movies",July
Movie,Australia,TV-G,"International Movies, Romantic Movies",July
Movie,blank country,TV-14,"Comedies, International Movies",July
Movie,"France, Netherlands, Singapore",TV-MA,"Dramas, International Movies",July
TV Show,United States,TV-Y,Kids' TV,July
TV Show,Canada,TV-14,"International TV Shows, TV Dramas, TV Mysteries",July
TV Show,United States,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",July
TV Show,"France, Belgium",TV-Y7,Kids' TV,July
TV Show,United States,TV-14,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",July
TV Show,United Kingdom,TV-MA,"British TV Shows, International TV Shows, TV Comedies",July
TV Show,United Kingdom,TV-MA,"British TV Shows, International TV Shows, TV Comedies",July
TV Show,Thailand,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",July
TV Show,Japan,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",July
Movie,India,TV-14,"Dramas, International Movies",July
TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",July
TV Show,United States,TV-MA,TV Comedies,July
TV Show,Canada,TV-MA,"International TV Shows, TV Comedies",July
TV Show,Russia,TV-Y7,"Kids' TV, Korean TV Shows, TV Comedies",July
TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",July
TV Show,Japan,TV-MA,"International TV Shows, TV Dramas",July
TV Show,"United States, Canada",TV-Y,Kids' TV,July
TV Show,United States,TV-MA,"TV Comedies, TV Dramas",July
TV Show,"Ireland, United States, United Kingdom",TV-Y,Kids' TV,July
Movie,India,TV-14,"Dramas, International Movies, Romantic Movies",July
Movie,Egypt,TV-MA,"Dramas, International Movies",July
TV Show,United States,TV-G,"Kids' TV, TV Comedies",July
Movie,Malaysia,TV-PG,"Dramas, International Movies",July
TV Show,United States,TV-MA,"Crime TV Shows, TV Horror, TV Mysteries",July
TV Show,Israel,TV-14,"International TV Shows, TV Dramas",July
Movie,Indonesia,TV-G,"Dramas, International Movies",July
TV Show,Canada,TV-Y,"Kids' TV, TV Comedies",July
TV Show,Australia,TV-14,"Docuseries, International TV Shows, Science & Nature TV",July
TV Show,Japan,TV-14,"International TV Shows, Reality TV",July
TV Show,United Kingdom,TV-PG,"British TV Shows, International TV Shows, TV Dramas",July
TV Show,"Australia, New Zealand",TV-PG,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",July
TV Show,"United Kingdom, Germany",TV-G,"British TV Shows, Kids' TV",July
Movie,India,TV-14,"Comedies, Dramas, International Movies",July
Movie,India,TV-14,"Dramas, International Movies",July
TV Show,"Belgium, Netherlands",TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",July
TV Show,Canada,TV-MA,"International TV Shows, TV Comedies",July
TV Show,South Korea,TV-Y,"Kids' TV, Korean TV Shows",July
TV Show,blank country,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",July
TV Show,United States,TV-Y7,Kids' TV,July
TV Show,United States,TV-14,"Romantic TV Shows, TV Dramas",July
TV Show,blank country,TV-14,"International TV Shows, Reality TV",July
Movie,blank country,R,"Horror Movies, LGBTQ Movies",July
Movie,India,TV-MA,"International Movies, Romantic Movies, Thrillers",July
Movie,blank country,TV-MA,"Comedies, International Movies",July
TV Show,France,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",July
Movie,Nigeria,TV-MA,"Dramas, International Movies, Thrillers",July
Movie,"South Korea, Czech Republic",R,"Action & Adventure, Cult Movies, International Movies",July
Movie,South Korea,TV-14,"Horror Movies, International Movies, Thrillers",July
Movie,"Australia, United States",PG-13,"Horror Movies, Sci-Fi & Fantasy",July
Movie,United States,R,Action & Adventure,July
Movie,"United States, Germany",R,Action & Adventure,July
Movie,blank country,PG-13,"Documentaries, Sports Movies",July
Movie,United States,PG-13,"Action & Adventure, Comedies",July
Movie,United States,PG-13,Comedies,July
Movie,United States,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy",July
Movie,United States,R,"Comedies, Dramas, Independent Movies",July
TV Show,"Australia, Germany",TV-G,"International TV Shows, Kids' TV, TV Mysteries",July
Movie,"United States, Germany",PG-13,"Action & Adventure, Comedies",July
Movie,United States,PG-13,"Action & Adventure, Thrillers",July
Movie,United States,PG,"Children & Family Movies, Comedies",July
Movie,Vietnam,TV-14,"Dramas, International Movies, Romantic Movies",July
Movie,blank country,TV-14,"Action & Adventure, International Movies",July
TV Show,blank country,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",July
Movie,"United Kingdom, Belgium",PG-13,"Comedies, Dramas, International Movies",July
Movie,"United States, China",PG,"Children & Family Movies, Comedies",July
Movie,"United States, China",PG,"Children & Family Movies, Comedies",July
Movie,United States,PG-13,"Comedies, Dramas, Romantic Movies",July
Movie,"United Kingdom, Australia, United States",R,"Dramas, Faith & Spirituality, International Movies",July
TV Show,blank country,TV-MA,"International TV Shows, TV Comedies",July
Movie,"France, Japan, United States",PG-13,"Dramas, Romantic Movies",July
Movie,United States,R,"Action & Adventure, Classic Movies, Comedies",July
Movie,blank country,TV-14,"Action & Adventure, Anime Features, International Movies",July
Movie,United States,PG-13,"Action & Adventure, Sci-Fi & Fantasy",July
Movie,United States,PG-13,"Comedies, Dramas",July
Movie,"United States, United Kingdom",R,"Comedies, Romantic Movies",July
Movie,United States,R,Comedies,July
Movie,"United Kingdom, United States",PG-13,"Dramas, Romantic Movies",July
Movie,blank country,R,Horror Movies,July
TV Show,blank country,TV-MA,"International TV Shows, TV Comedies, TV Dramas",July
TV Show,United States,TV-Y,Kids' TV,July
Movie,United Kingdom,R,"Dramas, International Movies",July
TV Show,blank country,TV-Y7,"Anime Series, Kids' TV",July
Movie,United States,PG-13,"Dramas, Romantic Movies",July
Movie,United States,R,"Comedies, Romantic Movies",July
Movie,United States,PG,"Children & Family Movies, Comedies",July
Movie,"United States, Germany",PG-13,"Action & Adventure, Sci-Fi & Fantasy",July
Movie,"Germany, United States",PG,"Children & Family Movies, Comedies",July
Movie,United States,R,"Comedies, Dramas, Independent Movies",July
Movie,United States,PG-13,"Action & Adventure, Comedies, Sports Movies",July
Movie,"United States, United Kingdom",R,"Dramas, Thrillers",July
Movie,United States,PG-13,Dramas,July
Movie,United States,R,Thrillers,July
Movie,United States,PG,"Action & Adventure, Children & Family Movies, Classic Movies",July
Movie,United States,PG,"Action & Adventure, Children & Family Movies, Dramas",July
Movie,United States,PG,"Children & Family Movies, Dramas",July
Movie,"United Kingdom, Germany, Spain, United States",R,Dramas,July
Movie,United States,R,Action & Adventure,July
Movie,"United Kingdom, United States, France, Italy",PG-13,"Dramas, International Movies",July
Movie,United States,R,"Horror Movies, Thrillers",July
Movie,"United States, Germany, Canada",PG-13,Action & Adventure,July
Movie,"United States, France, Italy, United Kingdom",PG-13,"Action & Adventure, Romantic Movies",July
Movie,"United States, United Kingdom, Germany, Hungary",R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",July
Movie,"United States, Canada",R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",July
Movie,"United States, New Zealand",R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",July
Movie,Nigeria,TV-MA,"Dramas, International Movies, Thrillers",July
Movie,"United States, New Zealand",PG-13,"Dramas, Romantic Movies, Sci-Fi & Fantasy",July
Movie,United States,R,"Dramas, Music & Musicals, Romantic Movies",July
Movie,blank country,R,Dramas,July
TV Show,Sweden,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",July
Movie,United States,TV-MA,"Action & Adventure, Comedies",June
Movie,blank country,TV-14,"Dramas, International Movies",June
TV Show,United States,TV-MA,Reality TV,June
TV Show,blank country,TV-14,"Anime Series, Crime TV Shows, International TV Shows",June
Movie,United States,R,Thrillers,June
Movie,blank country,TV-MA,"Comedies, Dramas, International Movies",June
Movie,blank country,TV-MA,"Dramas, International Movies, Thrillers",June
TV Show,Mexico,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",June
TV Show,blank country,TV-MA,"British TV Shows, Crime TV Shows, Docuseries",June
TV Show,China,TV-14,"Anime Series, International TV Shows, Teen TV Shows",June
TV Show,United States,TV-Y,Kids' TV,June
Movie,blank country,TV-14,"Dramas, International Movies",June
Movie,United States,R,Dramas,June
TV Show,Japan,TV-14,"Anime Series, International TV Shows",June
Movie,blank country,TV-14,"Comedies, International Movies",June
Movie,blank country,TV-MA,"Dramas, Independent Movies, International Movies",June
Movie,France,TV-14,"Documentaries, International Movies",June
