type,country,rating,listed_in,month_added
TV Show,France,TV-MA,International TV Shows,August
TV Show,France,TV-MA,TV Dramas,August
TV Show,United States,TV-MA,TV Comedies,August
TV Show,United States,TV-MA,TV Dramas,August
TV Show,Argentina,TV-MA,Crime TV Shows,August
TV Show,Argentina,TV-MA,International TV Shows,August
TV Show,Argentina,TV-MA,Spanish-Language TV Shows,August
TV Show,Spain,TV-MA,International TV Shows,August
TV Show,Spain,TV-MA,Romantic TV Shows,August
TV Show,Spain,TV-MA,Spanish-Language TV Shows,August
TV Show,Jordan,TV-14,International TV Shows,August
TV Show,Jordan,TV-14,TV Dramas,August
TV Show,Jordan,TV-14,Teen TV Shows,August
Movie,Colombia,TV-MA,Stand-Up Comedy,August
Movie,"United States, Japan",TV-PG,Action & Adventure,August
Movie,"United States, Japan",TV-PG,Anime Features,August
Movie,"United States, Japan",TV-PG,Children & Family Movies,August
TV Show,United States,TV-PG,Reality TV,August
Movie,Nigeria,TV-14,Comedies,August
Movie,Nigeria,TV-14,International Movies,August
Movie,Mexico,TV-MA,Dramas,August
Movie,Mexico,TV-MA,Independent Movies,August
Movie,Mexico,TV-MA,International Movies,August
Movie,"Belgium, United Kingdom",PG-13,Documentaries,August
Movie,"Belgium, United Kingdom",PG-13,International Movies,August
Movie,"United Kingdom, United States",TV-14,Comedies,August
Movie,"United Kingdom, United States",TV-14,Romantic Movies,August
Movie,"Switzerland, United Kingdom, Australia",R,Dramas,August
Movie,"Switzerland, United Kingdom, Australia",R,International Movies,August
TV Show,United States,TV-Y,Kids' TV,August
TV Show,blank country,TV-14,International TV Shows,August
TV Show,blank country,TV-14,Romantic TV Shows,August
TV Show,blank country,TV-14,TV Comedies,August
TV Show,Colombia,TV-MA,Crime TV Shows,August
TV Show,Colombia,TV-MA,International TV Shows,August
TV Show,Colombia,TV-MA,Spanish-Language TV Shows,August
TV Show,South Korea,TV-14,International TV Shows,August
TV Show,South Korea,TV-14,Romantic TV Shows,August
TV Show,South Korea,TV-14,TV Dramas,August
Movie,United States,TV-MA,Documentaries,August
Movie,United States,TV-MA,Sports Movies,August
TV Show,Japan,TV-14,Anime Series,August
TV Show,Japan,TV-14,International TV Shows,August
Movie,United Kingdom,PG-13,Comedies,August
Movie,United Kingdom,PG-13,Dramas,August
Movie,United Kingdom,PG-13,Independent Movies,August
Movie,South Africa,TV-MA,Comedies,August
Movie,South Africa,TV-MA,International Movies,August
Movie,South Africa,TV-MA,Romantic Movies,August
Movie,blank country,TV-PG,International Movies,August
Movie,blank country,TV-PG,Music & Musicals,August
Movie,United States,PG-13,Action & Adventure,August
Movie,United States,PG-13,Comedies,August
TV Show,"Israel, United States",TV-MA,TV Action & Adventure,August
TV Show,"Israel, United States",TV-MA,TV Dramas,August
TV Show,"Israel, United States",TV-MA,TV Mysteries,August
TV Show,India,TV-MA,TV Shows,August
Movie,Nigeria,TV-MA,Comedies,August
Movie,Nigeria,TV-MA,Dramas,August
Movie,Nigeria,TV-MA,International Movies,August
Movie,France,TV-14,Horror Movies,August
Movie,France,TV-14,Independent Movies,August
Movie,France,TV-14,International Movies,August
Movie,"Canada, United States",PG,Children & Family Movies,August
Movie,"Canada, United States",PG,Music & Musicals,August
Movie,India,TV-14,Action & Adventure,August
Movie,India,TV-14,Comedies,August
Movie,India,TV-14,International Movies,August
Movie,Brazil,TV-MA,Documentaries,August
Movie,Brazil,TV-MA,International Movies,August
Movie,Argentina,TV-MA,Comedies,August
Movie,Argentina,TV-MA,Cult Movies,August
Movie,Argentina,TV-MA,International Movies,August
Movie,United Kingdom,TV-14,Documentaries,August
Movie,"Argentina, Spain",TV-MA,Classic Movies,August
Movie,"Argentina, Spain",TV-MA,Dramas,August
Movie,"Argentina, Spain",TV-MA,International Movies,August
Movie,Nigeria,TV-PG,Dramas,August
Movie,Nigeria,TV-PG,International Movies,August
Movie,United States,TV-MA,Horror Movies,August
Movie,United States,TV-MA,Movies,August
TV Show,blank country,TV-PG,Reality TV,August
TV Show,United States,TV-MA,Crime TV Shows,August
TV Show,United States,TV-MA,Docuseries,August
TV Show,Mexico,TV-MA,International TV Shows,August
TV Show,Mexico,TV-MA,Spanish-Language TV Shows,August
TV Show,Mexico,TV-MA,TV Dramas,August
TV Show,United States,TV-MA,Reality TV,August
TV Show,Taiwan,TV-14,International TV Shows,August
TV Show,Taiwan,TV-14,Romantic TV Shows,August
TV Show,Taiwan,TV-14,TV Dramas,August
Movie,United States,R,Dramas,August
Movie,United States,R,Independent Movies,August
Movie,United States,R,Romantic Movies,August
Movie,"United States, Nigeria",TV-MA,Dramas,August
Movie,"United States, Nigeria",TV-MA,International Movies,August
TV Show,Taiwan,TV-14,International TV Shows,August
TV Show,Taiwan,TV-14,Romantic TV Shows,August
TV Show,Taiwan,TV-14,TV Comedies,August
Movie,United States,PG-13,Documentaries,August
Movie,United States,PG-13,LGBTQ Movies,August
Movie,blank country,TV-MA,Documentaries,August
Movie,blank country,TV-MA,International Movies,August
TV Show,Taiwan,TV-14,International TV Shows,August
TV Show,Taiwan,TV-14,Romantic TV Shows,August
TV Show,Taiwan,TV-14,TV Comedies,August
TV Show,blank country,TV-PG,Docuseries,August
TV Show,Taiwan,TV-14,International TV Shows,August
TV Show,Taiwan,TV-14,Romantic TV Shows,August
TV Show,Taiwan,TV-14,TV Comedies,August
TV Show,Taiwan,TV-MA,International TV Shows,August
TV Show,Taiwan,TV-MA,Romantic TV Shows,August
TV Show,Taiwan,TV-MA,TV Comedies,August
TV Show,United States,TV-14,TV Comedies,August
TV Show,Italy,TV-Y7,Kids' TV,August
Movie,United States,PG,Children & Family Movies,August
Movie,United States,PG,Comedies,August
Movie,United States,PG,Children & Family Movies,August
Movie,United States,PG,Comedies,August
Movie,"United States, United Kingdom",PG-13,Action & Adventure,August
Movie,"United States, United Kingdom",PG-13,Sci-Fi & Fantasy,August
Movie,"Bulgaria, United States",R,Action & Adventure,August
Movie,"United States, Canada",PG-13,Dramas,August
Movie,"United States, Canada",PG,Children & Family Movies,August
Movie,"United States, Canada",PG,Comedies,August
Movie,"United States, Canada",PG,Sci-Fi & Fantasy,August
TV Show,blank country,TV-MA,Anime Series,August
TV Show,blank country,TV-MA,International TV Shows,August
TV Show,blank country,TV-MA,TV Thrillers,August
Movie,"United States, Mexico",R,Action & Adventure,August
Movie,"United States, Mexico",R,Horror Movies,August
Movie,"United States, Mexico",R,Sci-Fi & Fantasy,August
Movie,United States,PG-13,Classic Movies,August
Movie,United States,PG-13,Comedies,August
Movie,United States,PG-13,Cult Movies,August
Movie,United States,PG-13,Dramas,August
Movie,United States,PG-13,Romantic Movies,August
Movie,United States,R,Dramas,August
Movie,United States,R,Thrillers,August
TV Show,blank country,TV-14,TV Dramas,August
TV Show,blank country,TV-14,Teen TV Shows,August
Movie,"United States, Canada",R,Comedies,August
Movie,"United States, Canada",R,Romantic Movies,August
TV Show,Japan,TV-14,Anime Series,August
TV Show,Japan,TV-14,International TV Shows,August
Movie,blank country,TV-14,Dramas,August
Movie,blank country,TV-14,Independent Movies,August
Movie,blank country,TV-14,International Movies,August
Movie,"United States, United Kingdom",PG-13,Action & Adventure,August
Movie,"United States, United Kingdom",PG-13,Sci-Fi & Fantasy,August
Movie,"United States, United Kingdom",PG-13,Thrillers,August
Movie,United States,R,Dramas,August
Movie,United States,R,Independent Movies,August
Movie,United States,PG-13,Comedies,August
Movie,United States,PG-13,Dramas,August
Movie,United States,PG,Children & Family Movies,August
Movie,United States,PG,Comedies,August
Movie,United States,PG,Dramas,August
Movie,"United States, Canada",PG,Children & Family Movies,August
Movie,"United States, Canada",PG,Comedies,August
Movie,United States,R,Action & Adventure,August
Movie,United States,R,Comedies,August
Movie,"Spain, United Kingdom, United States",PG,Children & Family Movies,August
Movie,"Spain, United Kingdom, United States",PG,Comedies,August
Movie,"Spain, United Kingdom, United States",PG,Sci-Fi & Fantasy,August
Movie,"United Kingdom, United States",PG-13,Comedies,August
Movie,United States,PG-13,Dramas,August
Movie,United States,PG-13,Sports Movies,August
Movie,United States,PG-13,Action & Adventure,August
Movie,United States,PG-13,Dramas,August
Movie,United States,PG-13,Sci-Fi & Fantasy,August
Movie,"United States, Germany",R,Action & Adventure,August
Movie,"United States, Germany",R,Comedies,August
Movie,"United States, Germany",R,Cult Movies,August
Movie,"United States, China",R,Comedies,August
Movie,"United States, China",R,Dramas,August
Movie,United States,R,Horror Movies,August
Movie,United States,R,Action & Adventure,August
Movie,United States,R,Comedies,August
Movie,United States,R,Dramas,August
Movie,United States,R,Thrillers,August
Movie,"United States, France",PG-13,Action & Adventure,August
Movie,"Spain, France, United Kingdom, United States",R,Dramas,August
Movie,"Spain, France, United Kingdom, United States",R,Independent Movies,August
Movie,"Spain, France, United Kingdom, United States",R,Thrillers,August
Movie,United States,PG-13,Thrillers,August
Movie,United States,R,Stand-Up Comedy,August
Movie,United States,PG-13,Comedies,August
Movie,United States,PG-13,Romantic Movies,August
TV Show,United States,TV-14,TV Dramas,July
TV Show,United States,TV-14,TV Sci-Fi & Fantasy,July
Movie,blank country,TV-14,Dramas,July
Movie,blank country,TV-14,International Movies,July
Movie,blank country,R,Action & Adventure,July
Movie,blank country,R,International Movies,July
Movie,blank country,R,Thrillers,July
TV Show,blank country,TV-Y7,Kids' TV,July
TV Show,blank country,TV-Y7,TV Comedies,July
Movie,", France, Algeria",TV-14,Dramas,July
Movie,", France, Algeria",TV-14,Independent Movies,July
Movie,", France, Algeria",TV-14,International Movies,July
TV Show,United Kingdom,TV-14,British TV Shows,July
TV Show,United Kingdom,TV-14,International TV Shows,July
TV Show,United Kingdom,TV-14,Reality TV,July
Movie,blank country,TV-14,Documentaries,July
Movie,blank country,TV-14,International Movies,July
TV Show,blank country,TV-14,International TV Shows,July
TV Show,blank country,TV-14,Reality TV,July
TV Show,blank country,TV-14,British TV Shows,July
TV Show,blank country,TV-14,Crime TV Shows,July
TV Show,blank country,TV-14,Docuseries,July
TV Show,United States,TV-MA,TV Action & Adventure,July
TV Show,United States,TV-MA,TV Dramas,July
TV Show,United States,TV-MA,Teen TV Shows,July
Movie,blank country,TV-14,Dramas,July
Movie,blank country,TV-14,Independent Movies,July
Movie,blank country,TV-14,International Movies,July
Movie,blank country,TV-MA,Action & Adventure,July
Movie,blank country,TV-MA,International Movies,July
Movie,blank country,TV-MA,Action & Adventure,July
Movie,blank country,TV-MA,Comedies,July
Movie,blank country,TV-MA,International Movies,July
Movie,Nigeria,TV-PG,Comedies,July
Movie,Nigeria,TV-PG,International Movies,July
Movie,Nigeria,TV-PG,Romantic Movies,July
Movie,blank country,TV-14,Comedies,July
Movie,blank country,TV-14,Romantic Movies,July
TV Show,blank country,TV-Y7,Anime Series,July
Movie,Poland,TV-MA,Action & Adventure,July
Movie,Poland,TV-MA,International Movies,July
Movie,United States,TV-14,Documentaries,July
TV Show,blank country,TV-MA,Reality TV,July
TV Show,United States,TV-14,Crime TV Shows,July
TV Show,United States,TV-14,TV Action & Adventure,July
TV Show,United States,TV-14,TV Sci-Fi & Fantasy,July
TV Show,blank country,TV-MA,Crime TV Shows,July
TV Show,blank country,TV-MA,International TV Shows,July
TV Show,blank country,TV-MA,Spanish-Language TV Shows,July
TV Show,United States,TV-14,TV Dramas,July
TV Show,United States,TV-14,Teen TV Shows,July
Movie,India,TV-MA,Action & Adventure,July
Movie,India,TV-MA,International Movies,July
Movie,blank country,TV-14,Thrillers,July
TV Show,Germany,TV-MA,Crime TV Shows,July
TV Show,Germany,TV-MA,International TV Shows,July
TV Show,Germany,TV-MA,TV Comedies,July
TV Show,"United States, Canada",TV-Y,Kids' TV,July
Movie,blank country,TV-14,Comedies,July
Movie,blank country,TV-14,Dramas,July
Movie,blank country,TV-14,International Movies,July
TV Show,blank country,TV-MA,Stand-Up Comedy & Talk Shows,July
TV Show,blank country,TV-MA,TV Comedies,July
Movie,"France, Israel, Germany, United States, United Kingdom",TV-MA,Dramas,July
Movie,"France, Israel, Germany, United States, United Kingdom",TV-MA,International Movies,July
Movie,"France, Israel, Germany, United States, United Kingdom",TV-MA,Thrillers,July
TV Show,United States,TV-MA,Classic & Cult TV,July
TV Show,United States,TV-MA,TV Action & Adventure,July
TV Show,United States,TV-MA,TV Dramas,July
TV Show,"Canada, United States",TV-MA,International TV Shows,July
TV Show,"Canada, United States",TV-MA,TV Action & Adventure,July
TV Show,"Canada, United States",TV-MA,TV Dramas,July
Movie,United States,R,Action & Adventure,July
Movie,United States,R,Dramas,July
Movie,Australia,PG,Children & Family Movies,July
Movie,Australia,PG,Sports Movies,July
Movie,blank country,TV-MA,Dramas,July
Movie,blank country,TV-MA,Independent Movies,July
Movie,blank country,TV-MA,International Movies,July
Movie,blank country,TV-MA,Comedies,July
Movie,blank country,TV-MA,International Movies,July
Movie,blank country,TV-MA,Action & Adventure,July
Movie,blank country,TV-MA,Horror Movies,July
Movie,blank country,TV-MA,International Movies,July
TV Show,blank country,TV-MA,International TV Shows,July
TV Show,blank country,TV-MA,Romantic TV Shows,July
TV Show,blank country,TV-MA,TV Comedies,July
Movie,blank country,TV-MA,Horror Movies,July
Movie,blank country,TV-MA,International Movies,July
Movie,blank country,TV-MA,Thrillers,July
